,statement,choice
0, the fish is fishing ,"#statement:  the fish is fishing 

        Select the most corresponding reason why this statement is against common sense:
        A. the man fishes all day and gain a lot of fishes
B. fish does not how to fish
C. some people do not like fishing
        choice: 
         (A) The Man Fishes All Day And Gains Many Fish"
0, He put the basketball inside a cup ,"#statement:  He put the basketball inside a cup 

        Select the most corresponding reason why this statement is against common sense:
        A. The basketball is bigger than the cup
B. People can buy basketballs and cups in supermarkets
C. There is an image of basketball on the cup
        choice: 
         (A)"
0, The last thing you do when you leave the home is curling your hair. ,"#statement:  The last thing you do when you leave the home is curling your hair. 

        Select the most corresponding reason why this statement is against common sense:
        A. you leave the home to curl your hair
B. There are many things to do before you curl your hair
C. Curling your hair would be something you do before you leave the home.
        choice: 
         ( )   B"
0, She washed the car in the sink. ,"#statement:  She washed the car in the sink. 

        Select the most corresponding reason why this statement is against common sense:
        A. A car is bigger than a sink.
B. Cars are usually dry while the sinks are wet.
C. A car can not wash a dish.
        choice: 
         B"
0, the baby held a grizzly bear ,"#statement:  the baby held a grizzly bear 

        Select the most corresponding reason why this statement is against common sense:
        A. a grizzly bear is bigger than a baby
B. a baby would be eaten by a grizzly bear
C. a grizzly baby bear is cute
        choice: 
         B"
0, She hung a post-it note on her pin-board using a cockroach ,"#statement:  She hung a post-it note on her pin-board using a cockroach 

        Select the most corresponding reason why this statement is against common sense:
        A. Cockroaches are difficult to kill
B. Cockroaches cannot be used to hang up post-it notes on pin-boards
C. You cannot hang a post-it note on a pin-board
        choice: 
         (A)"
0," It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her snowsuit to work. ","#statement:  It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her snowsuit to work. 

        Select the most corresponding reason why this statement is against common sense:
        A. Receptionists don't wear snowsuits to work,  and people do not generally wear snowsuits in August.
B. Toronto has a lot of snow during the winter
C. Snowsuits can make you very warm
        choice: 
         (A)"
0, He flew the airplane to Jupiter ,"#statement:  He flew the airplane to Jupiter 

        Select the most corresponding reason why this statement is against common sense:
        A. Airplanes cannot fly in space
B. Airplanes occasionally offer snacks during travel
C. Airplanes taxi on the runway before takeoff
        choice: 
         (A)"
0, The sky is underground ,"#statement:  The sky is underground 

        Select the most corresponding reason why this statement is against common sense:
        A. The underground has a different color with the sky
B. There is an underground club named sky
C. The sky is always above the ground
        choice: 
         (A)"
0, Its cooler in Arizona than anywhere in the USA. ,"#statement:  Its cooler in Arizona than anywhere in the USA. 

        Select the most corresponding reason why this statement is against common sense:
        A. Arizona is mostly all desert and hot
B. Arizona is always sunshine
C. he met a hot lady in Arizona
        choice: 
         (A) It's true that it can be very warm during summer months, but winter temperatures are generally mild compared to other parts of the country due to its southern location near Mexico;"
0, A graphics tablet enables VR games to be played on a computer ,"#statement:  A graphics tablet enables VR games to be played on a computer 

        Select the most corresponding reason why this statement is against common sense:
        A. Designers can use graphics tablets to make VR games
B. A graphics tablet does not process game graphics and will not display in VR
C. There will be VR graphics tablet in the future
        choice: 
         B"
