,Unnamed: 0,statement,choice,choices
695,695, He cut the lawn with his scissors. ,B,"A. a scissor usually is smaller than a lawn
B. Cutting the lawn with scissors would be very hard and take days.
C. The scissor and lawn usually have different colors"
696,696, Dogs require aluminum to survive. ,A,"A. Dogs should not eat metal.
B. Dogs are born encased in metal.
C. Dogs have the ability to use assault rifles."
697,697, He combed a bookshelf because it is hairy. ,C,"A. Some people do not comb shelves.
B. Bookshelves cannot comb themselves.
C. Bookshelves are not hairy."
698,698, There is a man in the oven ,C,"A. Men can buy many ovens
B. Man can not live in an oven
C. a man is bigger than an oven"
699,699, The car can go the speed of light ,A,"A. Nothing can run as fast as the light
B. Cars roll on the ground.
C. Cars might fly in the future."
700,700, He put stone into the fridge. ,A,"A. No one put stone into the fridge.
B. Stones are usually grey in color
C. He smashed the refrigerator with a stone"
701,701, books are used to watch a movie ,A,"A. books can only be used for reading and writing
B. books and movies help people learn knowledge
C. people like to spend time watching movies"
702,702, Michael swam across the Pacific Ocean ,B,"A. Michael sailed across the Pacific Ocean
B. No man can swim across the Pacific Ocean
C. Michael cannot drink the water of the Pacific Ocean"
703,703, dinosaurs are alive on earth ,C,"A. dinosaurs are large
B. the dinosaur was a fierce animal
C. dinosaurs were extinct"
704,704, I like to drink coffee beans in the morning ,B,"A. Coffee made from coffee beans
B. Coffee beans are solid
C. The coffee tastes nice in the morning"
705,705, he put a chair in the basket ,A,"A. a chair is bigger than a basket
B. the chair is black and the basket is yellow
C. the chair is not the same shape as the basket"
706,706, I put a dumpling in the washing machine ,B,"A. Making dumpling takes a lot of time
B. People don't put food in a washing machine
C. A washing machine is bigger than a dumpling"
707,707, Horse uses its trunk to drink water ,B,"A. Horse is loyal to its master
B. Horse drinks water with its mouth as don't have trunk
C. Horse runs faster than human"
708,708, my brother always takes mud in the morning ,C,"A. mud has the consistency similar to some liquids
B. mud tastes awful for someone to drink
C. nobody takes mud in the morning"
709,709, My roommate waters his cell phone every morning. ,C,"A. Phones can only be watered in the evening.
B. The phone is already charged.
C. Watering a phone will damage it."
710,710, My dog is laying on the ceiling. ,C,"A. Dogs laying and looking at the ceiling
B. The dog has the same color as the ceiling
C. Because of gravity, nothing can lay on the ceiling"
711,711, A dog can cut down a tree. ,C,"A. A dog doesn't own an ax
B. A dog isn't strong enough
C. A dog can not use an ax"
712,712, we go to the disco to pray every weekend ,B,"A. we pray every day before having dinner
B. you must pray in quiet places such as churches
C. churches are open during the weekends"
713,713, I picked up a basket full of peppers from the tree in the yard. ,A,"A. Pepper is a vegetable that grows in the pepper plant.
B. This year the tree has few fruits while the pepper has a pleasant taste.
C. You can't make red pepper powder from apples."
714,714, Joe asked Mary to have a date because he dislikes her ,B,"A. Mary may or may not accepts Joe's invitation
B. People will only ask people they like out for a date
C. A date is a good chance for two people to know each other"
715,715, people like to dress nothing on the street ,C,"A. dressing is really important today
B. nothing can stop a girl to pursue beauty
C. it is impolite to be bare in public"
716,716, he bought the bike from the bookstore ,C,"A. bike is getting very costly
B. bike is generally in black color
C. bike is generally sold in a bike showroom"
717,717, The farm went to the farm ,B,"A. The farm makes a lot of money
B. A farm is a place with animals
C. The farm went to the fire"
718,718, You don't need to read ,B,"A. people can read books
B. Reading is essential to living and learn
C. Schools will recommend some books for students to read"
719,719, My dad grew volleyballs in his garden. ,B,"A. volleyballs are white.
B. Volleyballs are made by machines.
C. My dad likes playing volleyballs."
720,720, i stand up in the theater ,C,"A. People in theaters should keep quiet
B. He stands outside of the theater
C. people sit on their seats in theaters"
721,721, Every good singer is a member of the family of John Legend ,A,"A. Not all good singers are members of the family of John Legend
B. John Legend has a big family
C. John Legend likes to play football with his family"
722,722, My sister eats a pair of scissors ,B,"A. Scissors are too hard to be eaten
B. Scissors aren't edible
C. My sister usually eats rubbers"
723,723, the horse laid an egg ,C,"A. the horse stamps an egg
B. horses have fur while eggs do not
C. horse are mammals"
724,724, The angered chocolate bar is noisy ,A,"A. A chocolate bar can not be angry
B. Chocolate bars usually make people happy, rather than angry
C. Chocolate bars are associated with the color brown, anger is associated with red"
725,725, Chronic pain is usually caused by a person's mood. ,A,"A. Chronic pain is usually caused by physical damage.
B. Chronic pain is annoying
C. Chronic pain can not be cured thoroughly"
726,726, Pianos have fires inside of them ,B,"A. A fire sounds different than a piano
B. A fire would damage the piano
C. A fire is brighter than a piano"
727,727, He took his house to the park 2 blocks away ,B,"A. He went to the park from the house
B. a house is too huge to be taken to a park
C. A park is bigger than a house."
728,728, Many cancer patients lose their hand because of chemotherapy ,B,"A. Cancer is a dangerous disease which needs chemotherapy
B. Cancer patients never lose hands due to chemotherapy
C. chemotherapy for cancer is highly painful"
729,729, you are supposed to buy tickets after you get off the train ,C,"A. you will pay for the ticket at a lower price at the destination
B. the conductor will let everyone buy tickets when they get off the train
C. the rule is to buy tickets first and then take the train"
730,730, The sky is green. ,A,"A. The sky is blue.
B. Ancient people think that the sky is a cycle
C. People can see the sky every day"
731,731, honesty should be banned ,C,"A. a person without honesty will be unpopular
B. horrible things should be banned
C. honesty is a good quality which should be encouraged"
732,732, she likes to sing loudly at work ,C,"A. you can sing at a concert as a work
B. you can sing by yourself while walking at the park after work
C. you might get fired for singing loudly at work"
733,733, The whale swam in the sky ,C,"A. The sky is blue like the whale
B. Whales do not have wings
C. Whales do not swim in the sky"
734,734, The man was tired of shoveling marbles every winter. ,C,"A. A shovel is good for moving things.
B. Marbles are heavy
C. Marbles do not fall during winter."
735,735, the teacher was harvesting wheat in the classroom ,A,"A. Classrooms don't have cultivated fields in them
B. Teachers aren't able to cultivated wheat
C. wheat isn't good for teachers"
736,736, You are likely to find a cow in a kennel ,B,"A. Cows are big and kennels are small
B. Cows will always be in farms
C. Cows cannot bark in a kennel"
737,737, The lion used the litter box ,C,"A. A lion is normally found in the wild
B. A lion cannot eat a cat
C. A domestic cat is tame and use litter boxes"
738,738, She read the chair a book ,B,"A. She read a book about the chair
B. A chair is an inanimate object
C. She put a book on the chair"
739,739, shields can't protect ancient warriors from harm ,C,"A. the shield will protect me when it's used by my enemy
B. shields can't protect the users from natural disasters
C. shields are designed to protect the users from harm"
740,740, Cigarette is good for healthy ,B,"A. Cigarette contains lots of nicotines
B. Lung will be damaged by smoking cigarette
C. Cigarettes always have a high tax"
741,741, Human have four legs. ,A,"A. Human has two legs.
B. Human has two hands.
C. Some people have prosthetic legs"
742,742, Birds were heard barking at night ,C,"A. Birds mostly sleep at night
B. Birds cannot make harsh sounds
C. Birds don't bark but sing sweetly at night or chirp while dogs bark"
743,743, He melted the TV onto the bread. ,C,"A. TV's do not melt.
B. You can not spread a TV onto bread.
C. A TV is not a food item."
744,744, the turtle swam on the land ,B,"A. turtles can live on the land
B. there is no water on land
C. turtles lay eggs on the land"
745,745, The fish ran through the forest ,B,"A. Fish have scales and a fox has fur
B. Fish cant run like foxes
C. Fish are usually smaller than foxes"
